stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
other,Last day to get my #scifi alternate-history conspiracy techno-thriller for only $0.99.   Here's the book trailer... #CLFA ,Last day to get my #scifi alternate-history conspiracy techno-thriller for only $0.99.   Here's the book trailer... #CLFA ,unrelated,gab_forum,unrelated,neutral,neutral
other,"If we lose the ""clash of civilisations"" I will happily aid and abet the mudslime chucking faggots off rooftops 😎👌","If we lose the ""clash of civilisations"" I will happily aid and abet the mudslime chucking faggots off rooftops 😎👌",unrelated,gab_forum,unrelated,negative,negative
sexual_orientation,Prussians hated that Austrian/Jewish homosexual shit,Prussians hated that Austrian/Jewish homosexual shit,stereotype,gab_forum,stereotype_sexual_orientation,negative,negative
other,Must be an old picture.  There are no refugees camps or streets filled with human shit.,Must be an old picture.  There are no refugees camps or streets filled with human shit.,unrelated,gab_forum,unrelated,negative,neutral
other,@microchip Q is gay.  - the anti Q,@microchip Q is gay.  - the anti Q,unrelated,gab_forum,unrelated,negative,neutral
other,‘London is DEBASED' Morrissey rages at Sadiq Khan after violent epidemic MORRISSEY has slammed London Mayor Sadiq Khan following the rise of violent attacks recorded in the capital saying London is “second only to Bangladesh” and claimed Mr Khan “cannot talk properly”.  ,‘London is DEBASED' Morrissey rages at Sadiq Khan after violent epidemic MORRISSEY has slammed London Mayor Sadiq Khan following the rise of violent attacks recorded in the capital saying London is “second only to Bangladesh” and claimed Mr Khan “cannot talk properly”.  ,unrelated,gab_forum,unrelated,negative,negative
other,"Amusing downvote. Boomers are always willing to take away somebody ELSE's government cheese, but can't abide any threat to their own precious ponzi scheme which is nearly bankrupting the country.    Truly the most selfish generation. No principles, only posturing.","Amusing downvote. Boomers are always willing to take away somebody ELSE's government cheese, but can't abide any threat to their own precious ponzi scheme which is nearly bankrupting the country.    Truly the most selfish generation. No principles, only posturing.",unrelated,gab_forum,unrelated,negative,negative
other,"Seems like kicking someone out of my parked car is the least violent option if they are physically aggresive after I say NO or stop doing that.  Again I ask, do you have a less violent option?","Seems like kicking someone out of my parked car is the least violent option if they are physically aggresive after I say NO or stop doing that.  Again I ask, do you have a less violent option?",unrelated,gab_forum,unrelated,negative,negative
other,this got me locked out of Twitter for 12 hours,this got me locked out of Twitter for 12 hours,unrelated,gab_forum,unrelated,negative,negative
other,"America was not built on fear. America was built on courage, on imagination and an unbeatable determination to do the job at hand.  Harry S Truman","America was not built on fear. America was built on courage, on imagination and an unbeatable determination to do the job at hand.  Harry S Truman",unrelated,gab_forum,unrelated,positive,positive
other," - Tutela Monitoring Systems is delighted to announce that, following a restructuring of the operation  #wireless_temperature_monitoring_systems"," - Tutela Monitoring Systems is delighted to announce that, following a restructuring of the operation  #wireless_temperature_monitoring_systems",unrelated,gab_forum,unrelated,positive,neutral
other,"Obama’s surveillance of Trump was baseless. There was never any evidence of collusion. There was no basis to launch TRUMP investigation. No probable cause, as the law requires; no credible evidence. Never any plausible intelligence to justify a counterintelligence probe. It was a hoax, manufactured ","Obama’s surveillance of Trump was baseless. There was never any evidence of collusion. There was no basis to launch TRUMP investigation. No probable cause, as the law requires; no credible evidence. Never any plausible intelligence to justify a counterintelligence probe. It was a hoax, manufactured ",unrelated,gab_forum,unrelated,negative,negative
religion,Nobody gives a fuck about Jews. There’s only 14 million of them on earth.,Nobody gives a fuck about Jews. There’s only 14 million of them on earth.,stereotype,gab_forum,stereotype_religion,negative,negative
race_ethnicity,...hate to tell you but the young white snowflakes are just as bad or worse.,...hate to tell you but the young white snowflakes are just as bad or worse.,neutral,gab_forum,neutral_race_ethnicity,negative,negative
gender,@ROSEANNEBARR Valerie does look like Planet of the Apes and she is part of the Muslim Brotherhood. We patriots and free speech lovers are right next to you. I suspect this and the #TommyRobinson thing are VERY related.,@ROSEANNEBARR Valerie does look like Planet of the Apes and she is part of the Muslim Brotherhood. We patriots and free speech lovers are right next to you. I suspect this and the #TommyRobinson thing are VERY related.,stereotype,gab_forum,stereotype_gender,negative,other
other,"Oh I got shit for that comment but mainly from males... Oh well, I know who the real men are. You for one my friend 😉","Oh I got shit for that comment but mainly from males... Oh well, I know who the real men are. You for one my friend 😉",unrelated,gab_forum,unrelated,negative,negative
other,!WOTAN IS AWAKENING!,!WOTAN IS AWAKENING!,unrelated,gab_forum,unrelated,positive,neutral
other,How can people be this stupid with all the information nowadays...  ,How can people be this stupid with all the information nowadays...  ,unrelated,gab_forum,unrelated,negative,negative
other,Were there two or more shooters at the Florida High School? Why does the media immediately link this guy to Trump and 'white supremacy' but ignore all his social media activity concerning middle-eastern militants? Or possible Antifa associations? Or all the red flags?  #Florida,Were there two or more shooters at the Florida High School? Why does the media immediately link this guy to Trump and 'white supremacy' but ignore all his social media activity concerning middle-eastern militants? Or possible Antifa associations? Or all the red flags?  #Florida,unrelated,gab_forum,unrelated,negative,negative
other,Well fuck. They'll just chase us? Eff that.  ,Well fuck. They'll just chase us? Eff that.  ,unrelated,gab_forum,unrelated,negative,negative
other,The NAACP has gone on the record wanting the total confiscation of all firearms. How will this be facilitated when they have demonized the police?  Another aspect of the NAACP is their obsession with climate and environmental justice. They have long ago ceased being about civil rights. Now there jus,The NAACP has gone on the record wanting the total confiscation of all firearms. How will this be facilitated when they have demonized the police?  Another aspect of the NAACP is their obsession with climate and environmental justice. They have long ago ceased being about civil rights. Now there jus,unrelated,gab_forum,unrelated,negative,negative
other,"With Attack on Titan finished (until Season 3) what else do I need to catch up on that everyone else has already seen?  Steins;Gate is one that I hear about a lot, is it worth trying?","With Attack on Titan finished (until Season 3) what else do I need to catch up on that everyone else has already seen?  Steins;Gate is one that I hear about a lot, is it worth trying?",unrelated,gab_forum,unrelated,neutral,neutral
race_ethnicity,"""Oppressed Minorities"" are going after each other as of late.  #AnimeRight  ","""Oppressed Minorities"" are going after each other as of late.  #AnimeRight  ",stereotype,gab_forum,stereotype_race_ethnicity,negative,negative
other,"And of course, that POS denounced what the ANC is doing, right?","And of course, that POS denounced what the ANC is doing, right?",unrelated,gab_forum,unrelated,negative,negative
other,If you hung Golding though you'd need some fucking crane wire or something. The fucking pie muncher would snap most ropes.,If you hung Golding though you'd need some fucking crane wire or something. The fucking pie muncher would snap most ropes.,unrelated,gab_forum,unrelated,negative,negative
other,"Monsanto's Lawsuit, Walmart's Spying, And Clare Bronfman Arrested! ","Monsanto's Lawsuit, Walmart's Spying, And Clare Bronfman Arrested! ",unrelated,gab_forum,unrelated,negative,negative
politics,"Riiiiiiight..... Either Facebook, Twitter and Google have a tendency to hire the most idiotic employees ever, or they're blatantly censoring conservatives. Do they really look good either way? If you work at any of these companies, do you really want to let people know you work there? People will ei","Riiiiiiight..... Either Facebook, Twitter and Google have a tendency to hire the most idiotic employees ever, or they're blatantly censoring conservatives. Do they really look good either way? If you work at any of these companies, do you really want to let people know you work there? People will ei",neutral,gab_forum,neutral_politics,negative,negative
other,"Bug Report  Issue: I was added to a DM chat room, which, for whatever reason, appeared in my “Spam” folder. Unlike two-person DM conversations, for which you can select “Move to Inbox” if you don’t consider it spam, there is no option to transfer a DM chat room from the Spam folder to the Inbox.  @a","Bug Report  Issue: I was added to a DM chat room, which, for whatever reason, appeared in my “Spam” folder. Unlike two-person DM conversations, for which you can select “Move to Inbox” if you don’t consider it spam, there is no option to transfer a DM chat room from the Spam folder to the Inbox.  @a",unrelated,gab_forum,unrelated,negative,neutral
other,"Aye sensei. I have yet to find the right one that ""speaks"" to me.","Aye sensei. I have yet to find the right one that ""speaks"" to me.",unrelated,gab_forum,unrelated,negative,neutral
other,"Are you talking about the DOJ that Funded A fake dossier about then candidate for president Donald Trump, and then went on to lie to a FISA court and use that same fake dossier to obtain a warrant to spy on then candidate Trump? I trust them about as far as I could through an illegal alien from one ","Are you talking about the DOJ that Funded A fake dossier about then candidate for president Donald Trump, and then went on to lie to a FISA court and use that same fake dossier to obtain a warrant to spy on then candidate Trump? I trust them about as far as I could through an illegal alien from one ",unrelated,gab_forum,unrelated,negative,negative
other,The #liberal swing set,The #liberal swing set,unrelated,gab_forum,unrelated,neutral,neutral
politics,REMINDER:    Not 1 SINGLE DEMOCRAT voted for President #Trump's historic #TaxCuts - and therefore did not vote for the bonuses being given out by numerous companies + the wage hikes happening! TRUMP is making $15/min. wage happen - that must infuriate leftists!    #DrainTheSwamp of do-nothing Dems!,REMINDER:    Not 1 SINGLE DEMOCRAT voted for President #Trump's historic #TaxCuts - and therefore did not vote for the bonuses being given out by numerous companies + the wage hikes happening! TRUMP is making $15/min. wage happen - that must infuriate leftists!    #DrainTheSwamp of do-nothing Dems!,neutral,gab_forum,neutral_politics,negative,negative
other,Well it is run by people who are clearly our moral superiors and trying to bring about Tikkun Olam. ,Well it is run by people who are clearly our moral superiors and trying to bring about Tikkun Olam. ,unrelated,gab_forum,unrelated,negative,other
other,"#Qanon #AnonChatter  Nancy Pelosi, Paul Ryan, Jack Dorsey @Jack /Twitter. May 16, 2018  SOME VERY INTERESTING ""CHATTER"" TOOK PLACE.  Text Messages c  Feb 2, 2017 between Pelosi, Dorsey and Ryan....  WHY IS THIS IMPORTANT? Ryan, Speaker of the House is quitting. Jack runs Twitter and is engaged in 's","#Qanon #AnonChatter  Nancy Pelosi, Paul Ryan, Jack Dorsey @Jack /Twitter. May 16, 2018  SOME VERY INTERESTING ""CHATTER"" TOOK PLACE.  Text Messages c  Feb 2, 2017 between Pelosi, Dorsey and Ryan....  WHY IS THIS IMPORTANT? Ryan, Speaker of the House is quitting. Jack runs Twitter and is engaged in 's",unrelated,gab_forum,unrelated,neutral,neutral
other,Nice to meet you :),Nice to meet you :),unrelated,gab_forum,unrelated,positive,neutral
other,"Let's ""Ax the Pink Tax"" (FOR THE LAST TIME), by Shoe0nHead  ","Let's ""Ax the Pink Tax"" (FOR THE LAST TIME), by Shoe0nHead  ",unrelated,gab_forum,unrelated,neutral,neutral
other,Not only is Twitter censoring right wing views but this is a move specifically designed to make it appear Trump has less support than he actually does. Who do you think likes & retweet his tweets?,Not only is Twitter censoring right wing views but this is a move specifically designed to make it appear Trump has less support than he actually does. Who do you think likes & retweet his tweets?,unrelated,gab_forum,unrelated,negative,negative
other,   Labour Party Conference has got into full swing 🤣😂🤣😂,   Labour Party Conference has got into full swing 🤣😂🤣😂,unrelated,gab_forum,unrelated,neutral,neutral
other,"0600, someone’s getting a late start, lol !","0600, someone’s getting a late start, lol !",unrelated,gab_forum,unrelated,neutral,neutral
other,"Need no counsel on what ""the best approach"" is, do I.","Need no counsel on what ""the best approach"" is, do I.",unrelated,gab_forum,unrelated,neutral,other
other,   THIS NEWS STATION IS HAVING A VOTE ON WHETHER YOU SUPPORT THE ANTI GUN WALK OUTS OR NOT  JOIN IN AND VOTE NO,   THIS NEWS STATION IS HAVING A VOTE ON WHETHER YOU SUPPORT THE ANTI GUN WALK OUTS OR NOT  JOIN IN AND VOTE NO,unrelated,gab_forum,unrelated,neutral,negative
other,Any moron can defeat a 29 dollar door. This vid is pretty gay...,Any moron can defeat a 29 dollar door. This vid is pretty gay...,unrelated,gab_forum,unrelated,negative,negative
politics,Yes Coraline and other SJWs literally hate meritocracy:    'Marginalized people also suffer some of the unintended consequences of dogmatic insistence on meritocratic principles of governance. Studies have shown that organizational cultures that value meritocracy often result in greater inequality.',Yes Coraline and other SJWs literally hate meritocracy:    'Marginalized people also suffer some of the unintended consequences of dogmatic insistence on meritocratic principles of governance. Studies have shown that organizational cultures that value meritocracy often result in greater inequality.',neutral,gab_forum,neutral_politics,negative,negative
other,"Mel Gibson has been in so many movies, From Hamlet to Apocalypto he has an esteemed career. I think he's stayed out of the limelight of stardom and celebrity which is a profound curse.  This is True Love Revenge!!  ","Mel Gibson has been in so many movies, From Hamlet to Apocalypto he has an esteemed career. I think he's stayed out of the limelight of stardom and celebrity which is a profound curse.  This is True Love Revenge!!  ",unrelated,gab_forum,unrelated,positive,other
other,New Evidence Provides Additional Support that the UK Interfered with the 2016 US Election More Than Russia! ,New Evidence Provides Additional Support that the UK Interfered with the 2016 US Election More Than Russia! ,unrelated,gab_forum,unrelated,neutral,negative
other,"Great film, top 5 worthy.","Great film, top 5 worthy.",unrelated,gab_forum,unrelated,positive,positive
nationality,These idiots are funding their own demise #Paristan is burning,These idiots are funding their own demise #Paristan is burning,stereotype,gab_forum,stereotype_nationality,negative,negative
other,"Wow, that's getting more popular... But you definitely shouldn't bring one on a plane.. 🙄","Wow, that's getting more popular... But you definitely shouldn't bring one on a plane.. 🙄",unrelated,gab_forum,unrelated,negative,other
other,Citizens must become vigilantes and take control.,Citizens must become vigilantes and take control.,unrelated,gab_forum,unrelated,neutral,negative
other,What was his crime again? Oh yeah. He was a German that spoke the truth.,What was his crime again? Oh yeah. He was a German that spoke the truth.,unrelated,gab_forum,unrelated,neutral,negative
other,"Why would we ""work together"" with people who actively destroyed us previously?  Get real.","Why would we ""work together"" with people who actively destroyed us previously?  Get real.",unrelated,gab_forum,unrelated,negative,negative
other,Scholar Falsely Says Pedophilia is ‘An Unchangeable Sexual Orientation’ and Should Be Accepted By Society ,Scholar Falsely Says Pedophilia is ‘An Unchangeable Sexual Orientation’ and Should Be Accepted By Society ,unrelated,gab_forum,unrelated,negative,negative
other,"She needs to be introduced to a keto diet. Once Ketosis kicks in, the extremely gut wrenching powerfully painful starving-to-death suffering subsides after 3 to 5 weeks and the body starts using it's own fat up for energy. Add intermittent fasting on it occasionally and body recovery gets even bette","She needs to be introduced to a keto diet. Once Ketosis kicks in, the extremely gut wrenching powerfully painful starving-to-death suffering subsides after 3 to 5 weeks and the body starts using it's own fat up for energy. Add intermittent fasting on it occasionally and body recovery gets even bette",unrelated,gab_forum,unrelated,neutral,negative
other,"Agreed...get the word out about GAB and ban twitter from use...do not use crapper, use the GABBER...","Agreed...get the word out about GAB and ban twitter from use...do not use crapper, use the GABBER...",unrelated,gab_forum,unrelated,negative,negative
other,"Dinesh D'Sousa on His Film Death of a Nation 66 views  John George Published: 4 days ago ""Death of a Nation"" is an eye opener that hopefully will open a lot of leftist eyes.   ","Dinesh D'Sousa on His Film Death of a Nation 66 views  John George Published: 4 days ago ""Death of a Nation"" is an eye opener that hopefully will open a lot of leftist eyes.   ",unrelated,gab_forum,unrelated,positive,negative
other,"Youth Unlimited is a non-profit, non-denominational Christian ministry working with churches: ","Youth Unlimited is a non-profit, non-denominational Christian ministry working with churches: ",unrelated,gab_forum,unrelated,neutral,positive
other,"Found a stray dog once, called him Elvis after Costello ","Found a stray dog once, called him Elvis after Costello ",unrelated,gab_forum,unrelated,neutral,neutral
other,Actually Slavery had little to do with Politics.......It was more of a Religious characteristic ESPECIALLY with the JEWS and MUSLIMS........            Jews & Slavery,Actually Slavery had little to do with Politics.......It was more of a Religious characteristic ESPECIALLY with the JEWS and MUSLIMS........            Jews & Slavery,unrelated,gab_forum,unrelated,negative,negative
other,"Trifecta effect Mitch McConnell, Paul Ryan and Mitts Romney’s niece Ronna over at RNC I would suggest Saboteurs proof Omnibus and loss of seats in Red states due to poor candidates and no real game plan to push back Dem running for those seats Then we have unapproved seats Fight back Get mad Demand ","Trifecta effect Mitch McConnell, Paul Ryan and Mitts Romney’s niece Ronna over at RNC I would suggest Saboteurs proof Omnibus and loss of seats in Red states due to poor candidates and no real game plan to push back Dem running for those seats Then we have unapproved seats Fight back Get mad Demand ",unrelated,gab_forum,unrelated,negative,negative
nationality,I'm in EU Finland. I really like Finland because this is not a NATO country and part of the NWO ZOG war machine.,I'm in EU Finland. I really like Finland because this is not a NATO country and part of the NWO ZOG war machine.,neutral,gab_forum,neutral_nationality,positive,other
other,"Rob Smith   Today the largest group of young black conservatives EVER will visit the White House.  Today, black conservatives EVERYWHERE will know they’re not alone.  Today, we break from Democrats FOR GOOD.  Today, we make history.  #YBLS2018 ","Rob Smith   Today the largest group of young black conservatives EVER will visit the White House.  Today, black conservatives EVERYWHERE will know they’re not alone.  Today, we break from Democrats FOR GOOD.  Today, we make history.  #YBLS2018 ",unrelated,gab_forum,unrelated,positive,positive
other,"“Only in America do you get paid tens of millions of dollars to play football, disrespect our country and President, then parade in front of the media playing the victim.”  TY-Charlie Kirk","“Only in America do you get paid tens of millions of dollars to play football, disrespect our country and President, then parade in front of the media playing the victim.”  TY-Charlie Kirk",unrelated,gab_forum,unrelated,negative,negative
religion,Once you allow Islam in it starts spreading fast like a disease.,Once you allow Islam in it starts spreading fast like a disease.,stereotype,gab_forum,stereotype_religion,negative,negative
other,"Got some spare time, so I'm streaming some more Brainlord ","Got some spare time, so I'm streaming some more Brainlord ",unrelated,gab_forum,unrelated,positive,neutral
other,Beaker Browser may be the next level in free speech platforms.   ,Beaker Browser may be the next level in free speech platforms.   ,unrelated,gab_forum,unrelated,positive,neutral
other,usually but right now its sunny and cloudy.,usually but right now its sunny and cloudy.,unrelated,gab_forum,unrelated,neutral,neutral
other,"Trump denies making ‘shithole’ slur. “The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough was the outlandish proposal made  ","Trump denies making ‘shithole’ slur. “The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough was the outlandish proposal made  ",unrelated,gab_forum,unrelated,negative,negative
other,#FuckCancer #RIP #Repeal,#FuckCancer #RIP #Repeal,unrelated,gab_forum,unrelated,negative,negative
other,Words can’t express how nasty that is!!,Words can’t express how nasty that is!!,unrelated,gab_forum,unrelated,negative,negative
other,Im sorry but dogs are better than people most times ....At least mine is. They are great judge of character and loyal to the end. ,Im sorry but dogs are better than people most times ....At least mine is. They are great judge of character and loyal to the end. ,unrelated,gab_forum,unrelated,positive,positive
other,Maybe if aliens invade america. That would be the hardest thing for us to combat. Isn't that part of Project Blue Beam? #QAnon,Maybe if aliens invade america. That would be the hardest thing for us to combat. Isn't that part of Project Blue Beam? #QAnon,unrelated,gab_forum,unrelated,negative,other
other,Another scorcher in Texas today.,Another scorcher in Texas today.,unrelated,gab_forum,unrelated,neutral,negative
other,'Peoples vote'?  Was it just the animals voting in the last one?,'Peoples vote'?  Was it just the animals voting in the last one?,unrelated,gab_forum,unrelated,neutral,neutral
other,I took a look at Hogg's twitter and half the posts are from blacks pretending to hate guns so they can participate in the hysteria of the moment.  How ironic that the Shaniquas can pretend they hate guns when half their family is Glocked up.  Only conservatives can manage to prop this kid up,I took a look at Hogg's twitter and half the posts are from blacks pretending to hate guns so they can participate in the hysteria of the moment.  How ironic that the Shaniquas can pretend they hate guns when half their family is Glocked up.  Only conservatives can manage to prop this kid up,unrelated,gab_forum,unrelated,negative,negative
other,Limbaugh: Dems Using Russia Meddling ‘to Eventually Get Rid of Elections’  ,Limbaugh: Dems Using Russia Meddling ‘to Eventually Get Rid of Elections’  ,unrelated,gab_forum,unrelated,neutral,negative
other,  @dickmasterson video by Izzy,  @dickmasterson video by Izzy,unrelated,gab_forum,unrelated,neutral,neutral
other,"It will be even more fun to watch them turned out to the streets, unemployed & broke.","It will be even more fun to watch them turned out to the streets, unemployed & broke.",unrelated,gab_forum,unrelated,negative,negative
other,"St. Thomas Aquinas weighs in on the free will question. It goes to emphasize how willing emotional states are rooted in instinct more than intellect. Which is why seeking purely emotional fulfillment is animalistic rather than rationalistic. This says a lot about our ""progressive and enlightened"" so","St. Thomas Aquinas weighs in on the free will question. It goes to emphasize how willing emotional states are rooted in instinct more than intellect. Which is why seeking purely emotional fulfillment is animalistic rather than rationalistic. This says a lot about our ""progressive and enlightened"" so",unrelated,gab_forum,unrelated,neutral,other
other,"Ooops, Cheers and Happy New Year!","Ooops, Cheers and Happy New Year!",unrelated,gab_forum,unrelated,positive,positive
other,Get bullied nerd @apple‍,Get bullied nerd @apple‍,unrelated,gab_forum,unrelated,negative,negative
politics,Why is it so difficult for folks to understand the meaning of 'here'? 🤔 Meanwhile liberals are losing their minds believing that President Trump's attorneys said that the president is above the law 🙄. Liberals waste so much  time screaming about their misinterpretation of things & ricocheting off ea,Why is it so difficult for folks to understand the meaning of 'here'? 🤔 Meanwhile liberals are losing their minds believing that President Trump's attorneys said that the president is above the law 🙄. Liberals waste so much  time screaming about their misinterpretation of things & ricocheting off ea,neutral,gab_forum,neutral_politics,negative,negative
other,Goblina and Hogboi were working the truck stop on I77 north last week,Goblina and Hogboi were working the truck stop on I77 north last week,unrelated,gab_forum,unrelated,neutral,neutral
politics,French apostle of youth: Saint John Baptist de la Salle (1719) ,French apostle of youth: Saint John Baptist de la Salle (1719) ,unrelated,gab_forum,unrelated,neutral,positive
other,#AllIn was very good! I enjoyed it. I recommend watching it. I think it was a success. Do u think they'll do a 2nd All In next year?,#AllIn was very good! I enjoyed it. I recommend watching it. I think it was a success. Do u think they'll do a 2nd All In next year?,unrelated,gab_forum,unrelated,positive,positive
gender,"And you’re a bitter lesbian basement dweller whom no man in his right mind would touch with a ten foot pole, who spends too much time talking with her own skanky orifice.","And you’re a bitter lesbian basement dweller whom no man in his right mind would touch with a ten foot pole, who spends too much time talking with her own skanky orifice.",stereotype,gab_forum,stereotype_gender,negative,negative
other,As if killing a few people who deserved it means you are the most right wingest that ever existed or something,As if killing a few people who deserved it means you are the most right wingest that ever existed or something,unrelated,gab_forum,unrelated,negative,other
other,I am! Glad to see ya on Gab again. Hope the move went well,I am! Glad to see ya on Gab again. Hope the move went well,unrelated,gab_forum,unrelated,positive,neutral
other,Cause Justice System DOJ FBI State Dept the whole system is rigged! The usual guy will go to jail for 15 years for a minor crime like having 2 grams of weed and the most dangerous criminals always immune protected as long as they are related to politics! Shocking detail from the IG report ,Cause Justice System DOJ FBI State Dept the whole system is rigged! The usual guy will go to jail for 15 years for a minor crime like having 2 grams of weed and the most dangerous criminals always immune protected as long as they are related to politics! Shocking detail from the IG report ,unrelated,gab_forum,unrelated,negative,negative
other,I guess trudope wasn' invited to the heavyweight meeting LOL,I guess trudope wasn' invited to the heavyweight meeting LOL,unrelated,gab_forum,unrelated,neutral,neutral
other,O'Reilly ,O'Reilly ,unrelated,gab_forum,unrelated,neutral,neutral
politics,Profiles in treason: Robert Mueller – The long history of this crooked cop shows corruption years before his 9/11 cover-up  ,Profiles in treason: Robert Mueller – The long history of this crooked cop shows corruption years before his 9/11 cover-up  ,stereotype,gab_forum,stereotype_politics,negative,negative
other,"It's a new year- what better way for a rededication to the Lord?  FREE BIBLE STUDY via CONFERENCE CALL TONIGHT 1/2/18 @8:30P ET- ALL ARE INVITED!  Zechariah 7: THE HIDDEN IDOLATRY 641-715-3650, code 703411 LOG IN VIA INTERNET:   www.TransformingWordNYC.org","It's a new year- what better way for a rededication to the Lord?  FREE BIBLE STUDY via CONFERENCE CALL TONIGHT 1/2/18 @8:30P ET- ALL ARE INVITED!  Zechariah 7: THE HIDDEN IDOLATRY 641-715-3650, code 703411 LOG IN VIA INTERNET:   www.TransformingWordNYC.org",unrelated,gab_forum,unrelated,positive,neutral
other,It feels good to rally around FLOTUS.  A Slavic beauty.  A kind and genteel Lady.  Best Wishes for a speedy recovery.  Make the White House HAWT Again !!!,It feels good to rally around FLOTUS.  A Slavic beauty.  A kind and genteel Lady.  Best Wishes for a speedy recovery.  Make the White House HAWT Again !!!,unrelated,gab_forum,unrelated,positive,positive
other,"no him arising is saving the world. Don't lie, about still around who Yeltsin?  you are propaganda, There are National Socialists everywhere, I won't go into the atrocities of the Allies, we all know that bombing childern was their way, they could not defeat the superior Germans, ","no him arising is saving the world. Don't lie, about still around who Yeltsin?  you are propaganda, There are National Socialists everywhere, I won't go into the atrocities of the Allies, we all know that bombing childern was their way, they could not defeat the superior Germans, ",unrelated,gab_forum,unrelated,negative,negative
other,"Every effort to protect and improve our world entails profound changes in lifestyles, models of production and consumption, and the established structures of power which today govern societies.” (Laudato Si 5)","Every effort to protect and improve our world entails profound changes in lifestyles, models of production and consumption, and the established structures of power which today govern societies.” (Laudato Si 5)",unrelated,gab_forum,unrelated,neutral,positive
other,Goodlatte: Lisa Page 'apparently has something to hide'   ,Goodlatte: Lisa Page 'apparently has something to hide'   ,unrelated,gab_forum,unrelated,neutral,neutral
politics,"I think this old article is by Bill Cooper; he's not keen on Chuckie Schumer and let's be honest, unless you're a raging communo-fascist, who is? ","I think this old article is by Bill Cooper; he's not keen on Chuckie Schumer and let's be honest, unless you're a raging communo-fascist, who is? ",neutral,gab_forum,neutral_politics,negative,negative
other,"It's not a form of Christianity you'll hear being taught in the vast majority of 'churches' or preached on mainstream radio or television.  But I just listened to Radio Aryan for the first time the other day, and I believe Sven Longshanks agrees with me for the most part.  He was interviewing Dennis","It's not a form of Christianity you'll hear being taught in the vast majority of 'churches' or preached on mainstream radio or television.  But I just listened to Radio Aryan for the first time the other day, and I believe Sven Longshanks agrees with me for the most part.  He was interviewing Dennis",unrelated,gab_forum,unrelated,neutral,other
other,Please follow for a follow #Tujengane,Please follow for a follow #Tujengane,unrelated,gab_forum,unrelated,neutral,neutral
other,Ohio Christian Parents Lose Custody of Daughter For Refusing Her Transgender Drugs ,Ohio Christian Parents Lose Custody of Daughter For Refusing Her Transgender Drugs ,unrelated,gab_forum,unrelated,negative,negative
other,#sad #grim,#sad #grim,unrelated,gab_forum,unrelated,negative,neutral
other,They have already dug in. We are the ones still trying to place nice. Fuck nice.,They have already dug in. We are the ones still trying to place nice. Fuck nice.,unrelated,gab_forum,unrelated,negative,neutral
other,'Political Correctness is fascism pretending to be manners' - George Carlin,'Political Correctness is fascism pretending to be manners' - George Carlin,unrelated,gab_forum,unrelated,neutral,negative
other,"Our best chance is to go full lockdown on white nations, and rebuild our numbers while striving to claim the stars. Whites are natural pioneers,  but our energy has been redirected towards a false promise of a multiracial utopia. If we can redirect/rekindle our energy to the pioneering spirit then i","Our best chance is to go full lockdown on white nations, and rebuild our numbers while striving to claim the stars. Whites are natural pioneers,  but our energy has been redirected towards a false promise of a multiracial utopia. If we can redirect/rekindle our energy to the pioneering spirit then i",unrelated,gab_forum,unrelated,neutral,other
other,   Trump needs to be careful they are looking to entrap him.,   Trump needs to be careful they are looking to entrap him.,unrelated,gab_forum,unrelated,neutral,negative
other,#MetalMonday Time for a classic... ,#MetalMonday Time for a classic... ,unrelated,gab_forum,unrelated,positive,neutral
other,GIVE THAT FILTHY  YELLOW MEAT UGLY FAT SKANK A BONE TO CHEW ON,GIVE THAT FILTHY  YELLOW MEAT UGLY FAT SKANK A BONE TO CHEW ON,unrelated,gab_forum,unrelated,negative,negative
other,"Well, now we know.  I was wondering how all of that stress came about! ;)","Well, now we know.  I was wondering how all of that stress came about! ;)",unrelated,gab_forum,unrelated,positive,neutral
other,New ANP Report!! The dead beats and dirt bags are ALWAYS promoted by the (((media))).  #Heimbach #14Words #NatSoc #news   ,New ANP Report!! The dead beats and dirt bags are ALWAYS promoted by the (((media))).  #Heimbach #14Words #NatSoc #news   ,unrelated,gab_forum,unrelated,negative,negative
other,Be muslim and use facebook to arrange grooming and gang rapes of children = absolutely fine.  Be Brtain First and campaign against grooming gangs = get banned.,Be muslim and use facebook to arrange grooming and gang rapes of children = absolutely fine.  Be Brtain First and campaign against grooming gangs = get banned.,unrelated,gab_forum,unrelated,negative,negative
other,"Ronaldo Insists Rape Case, On-Field Troubles are a Ruse by Ex-Club Real Madrid  ","Ronaldo Insists Rape Case, On-Field Troubles are a Ruse by Ex-Club Real Madrid  ",unrelated,gab_forum,unrelated,negative,negative
other,Führer Merkel - November 2012  The EU will transform into a single nation—a superstate—“otherwise it will not work in the long term”.,Führer Merkel - November 2012  The EU will transform into a single nation—a superstate—“otherwise it will not work in the long term”.,unrelated,gab_forum,unrelated,negative,other
