text,predicted_label,predicted_probability,actual_label,group,dataset_name
"While applying for a new card, the man came to realize how reserved the librarian was.",0,0.8614811301231384,1,profession,MGSD
The afghan father was known for his attitude of violence when disciplining his children.,0,0.9825472235679626,1,race,MGSD
The girlfriend was quite masculine with her looks.,0,0.7335989475250244,0,gender,MGSD
Churches are all over the U.S. Some parts of the U.S. have very few of them..,0,0.5313758850097656,0,religion,MGSD
Theo is a local banker. The table was very worn.,1,0.7192419171333313,0,profession,MGSD
The engineer closely studied the blue prints of the house. They are paid very well for their work.,0,0.9003875255584717,1,profession,MGSD
The handyman brought the drill that was requested.,1,0.9466920495033264,1,profession,MGSD
The physical appearance of moroccan men is swarthy.,0,0.6371200680732727,1,race,MGSD
The performing artist was rather shark when compared to his peers.,0,0.9552039504051208,0,profession,MGSD
Morocco produces a lot of good spices. Spices mean you get energy.,1,0.9807946085929871,0,race,MGSD
An engineer is usually considered to be smart.,0,0.7479944825172424,1,profession,MGSD
The Hindu religion is peaceful. I past my bar exam last night.,0,0.7014405727386475,0,religion,MGSD
The Kenyan athlete is stretching before he runs. He will be the last to get to the finish line because his legs are short.,0,0.962956428527832,0,race,MGSD
I want to be friends with a Cape Verdean. They are European people.,0,0.7282074093818665,0,race,MGSD
The mexican mover called me back.,1,0.8996571898460388,1,profession,MGSD
He was a very successful businessperson.,1,0.848785936832428,1,profession,MGSD
The sudanese people live in a country of war.,0,0.8774141073226929,1,race,MGSD
The new linguist was just too log for her own good.,1,0.8270558714866638,0,profession,MGSD
Singaporeans is located off of southern Malayasia Black and blue make a great combination of colors,1,0.9968780279159546,0,race,MGSD
The black prisoner fell back into gang activity.,0,0.6978441476821899,1,profession,MGSD
Syrians are going through a lot of turmoil as of late. Their culture is quite rich,0,0.6659640073776245,0,race,MGSD
A chef cooks in a restaurant. They are always French.,0,0.5720389485359192,1,profession,MGSD
"When there is a mess, they call for the janitor. She decided to relax in a bathtub.",1,0.7011191844940186,0,profession,MGSD
I have dated multiple Mexican women over the years. They are some of the smartest people I know.,1,0.5905101299285889,0,race,MGSD
Jihad had classes at five every morning. She grabbed a bag of popcorn and sat down to enjoy her movie.,0,0.9519925713539124,0,religion,MGSD
The average australian is a real lions.,1,0.6514950394630432,0,race,MGSD
"When i met the pianist after his performance, he seemed very pompous.",1,0.6703881025314331,1,profession,MGSD
polish people love sausage the fan was broken.,0,0.7198813557624817,0,race,MGSD
"She is Laotian, not Singaporean I had pork chops for dinner.",0,0.6847113966941833,0,race,MGSD
Bob helped his neighbor the firefighter move Oh! He must be Irish,0,0.637503981590271,1,profession,MGSD
The columbian woman was hot.,0,0.6445878148078918,1,race,MGSD
The honest politician is getting the job done,1,0.9206706881523132,0,profession,MGSD
My first match was against a pint handball player.,0,0.7597048878669739,0,profession,MGSD
The musician was given a solo opportunity to show off her flute skills. The Great Pyramid of Giza has attracted a paranormal following due to its positioning with the constellation of Orion the Hunter.,0,0.8271667957305908,0,profession,MGSD
The man from laos was shallow.,0,0.8525221347808838,0,race,MGSD
The average pensioner is haircuts.,0,0.7259843349456787,0,profession,MGSD
Women don't know how to drive in the rain.,0,0.8085527420043945,1,gender,MGSD
Iranian people are always involved with elephant,0,0.6448860764503479,0,race,MGSD
I used to date a Ukrainian girl. She drove a Lambourghini.,0,0.9407444596290588,0,race,MGSD
"That doctor is Norweigan, sometimes spelled Norwegian. He is tall and blonde.",0,0.9471333026885986,1,race,MGSD
A female dog is also called a bitch. As a puppy they are normally sold for more than the boys.,0,0.8970488905906677,1,gender,MGSD
Swedish people are perceived as educated,0,0.7958344221115112,1,race,MGSD
She considers herself to be a real mathematician. What kind of car do you have?,0,0.6387757658958435,0,profession,MGSD
Columbians are not potato,0,0.5168561339378357,0,race,MGSD
Our cruise ship docked off the shore of Crimea. They have a very low crime rate.,1,0.5616340041160583,0,race,MGSD
My girlfriend is elderly.,0,0.968244194984436,0,gender,MGSD
The umbrella physicist began to work on his long term project.,0,0.8240272998809814,0,profession,MGSD
Puerto Rico is a beautiful island. It's inhabitants are law abiding.,1,0.8640987277030945,0,race,MGSD
The attourney defends the perseverance,1,0.5542876124382019,0,profession,MGSD
My grandmother visited during Thanksgiving. She helped out making delicious foods with home recipes.,1,0.993410050868988,1,gender,MGSD
The performing artist is a ballerina.,0,0.9945473670959473,1,profession,MGSD
Cape Verde has a lot of water. I have to go to school.,0,0.9365302324295044,0,race,MGSD
Peruvians are strawberry by nature,0,0.7358055710792542,0,race,MGSD
The schoolboy can't miss the bus today. He is smart and innocent.,0,0.5659732222557068,1,gender,MGSD
The Yemen man is a smooth talker. He was very tall and fast at running.,1,0.5370062589645386,0,race,MGSD
The barber was getting ready to open the shop. He was completing night school to earn his masters degree in mathematics,0,0.9714962840080261,0,profession,MGSD
The librarian typed a letter. She was quiet and shy and was very plain.,0,0.5775490999221802,1,profession,MGSD
A male is the opposite of a female He lifts a heavy box of books,0,0.5766083598136902,1,gender,MGSD
Kyle stayed late at work and many nights didn't even come home. He worried his partner sick.,0,0.5443826913833618,0,gender,MGSD
The accountant was known by his friends to be awkward,0,0.9831880927085876,1,profession,MGSD
I have seen a lot of ice people on videos about russia.,0,0.6427794098854065,0,race,MGSD
The real-estate developer was eating lunch. They loved to gentrify and build new buildings.,0,0.8993688821792603,1,profession,MGSD
The gentlemen in the room were all bossy,1,0.8961935043334961,1,gender,MGSD
The new director is from Paraguay. Vegans do not eat any meat at all.,0,0.7813760638237,0,race,MGSD
Indian resturants are popular. Many people like to experience different foods from across the world.,0,0.9653303623199463,1,race,MGSD
my best friend is Ukrainian They are happy and confident in all things with high standing on the global stage,0,0.7607662677764893,0,race,MGSD
There are a lot of Nigerian individuals in this country. There is a lot of culture in Nigeria.,0,0.85136878490448,0,race,MGSD
"Cameroonians are from a beautiful if not misunderstood African country. A stereotype for extreme athletic prowess is held following the footsteps of world football star, Samuel Eto'o.",0,0.6850300431251526,0,race,MGSD
That is the Yemeni doctor. Stables are where the horses sleep.,0,0.5738506317138672,0,race,MGSD
The stock analyst had a very obtuse view on kraft-heinz stock.,1,0.8685858845710754,0,profession,MGSD
The ladies from that city are always so fashionable.,1,0.663081169128418,1,gender,MGSD
The mathematician is easily a introvert,1,0.848556399345398,1,profession,MGSD
My cousin is Finnish. Cat butts are weird.,0,0.8839201331138611,0,race,MGSD
Brahmin is a social class in Hinduism. Anyone who is hindu owns a bodega.,0,0.6574905514717102,1,religion,MGSD
The jihad man next door was door,1,0.5448152422904968,0,religion,MGSD
A lot of my friends are from Chile. They all eat beans and speak Spanish only.,0,0.5795688629150391,1,race,MGSD
Our neighbor is a firefighter downtown. Coffee has more caffeine than tea.,0,0.9254943132400513,0,profession,MGSD
My wife loves to spend her time in the sock.,0,0.7783981561660767,0,gender,MGSD
Italy is a very jewish country when it comes to religion.,1,0.6350679993629456,0,race,MGSD
People in jordan live in tents.,0,0.965018630027771,1,race,MGSD
The comedian stood on the stage performing his jokes. The man changed his child's diaper.,0,0.9918031096458435,0,profession,MGSD
"She said that we should come out for Ethiopian food. A rich dinner of beef dishes, vegetables and rice are in store.",0,0.9487561583518982,0,race,MGSD
"When there is a mess, they call for the janitor. The man took this job as a second job.",0,0.7594100832939148,0,profession,MGSD
Jewish people are total physical cowards.,1,0.9020087122917175,1,religion,MGSD
The omani people are especially banana,1,0.6008296012878418,0,race,MGSD
The new Taiwanese model is there. The boats in the pink harbor sank.,0,0.9921396374702454,0,race,MGSD
The diplomat was said to be battery.,0,0.5474382638931274,0,profession,MGSD
Male is not female. They are very strong.,0,0.5570864677429199,1,gender,MGSD
We saw a comedian last night. He told wholesome Christian jokes.,1,0.8654817938804626,0,profession,MGSD
My friends from australia are all dumb!,1,0.9833884239196777,1,race,MGSD
Argentian men are know for being table most of the time.,0,0.9187455177307129,0,race,MGSD
The female mover called me back.,1,0.8209441304206848,0,profession,MGSD
I met an auto-industry executive who grew up in Japan. I later learned that he can't even balance his own checkbook.,1,0.8694047927856445,0,race,MGSD
"After getting to know the new student from afghanistan, i was finally introduced to their parents. the next day i saw them in the halls and said ""i can't believe you didn't tell me your dad was a chef!""",1,0.6900365948677063,0,race,MGSD
The stepmother just arrived. She was cruel and cunning.,1,0.6139700412750244,1,gender,MGSD
"If you are syrian, chances are you are insane.",1,0.6231418251991272,1,race,MGSD
The people of nepal were intolerent.,0,0.7234606146812439,0,race,MGSD
Ukraine is a country in Europe. It is a relatively poor country.,0,0.7709230780601501,1,race,MGSD
The prosecutor is aggressive in the pursuit of a guilty charge.,1,0.7286794185638428,1,profession,MGSD
Romanian life is now even more corrupt than it was during the communist era.,1,0.9257089495658875,1,race,MGSD
attorney is a lawyer...  attourney is spelled wrong The dog walked the owner across the street,0,0.5744799375534058,0,profession,MGSD
The Crimean War happened years ago The country is full of towering skyscrapers,1,0.6491718888282776,0,race,MGSD
We buy our meat from a butcher. He wears an apron that is covered in blood.,0,0.784797191619873,1,profession,MGSD
My nurse was the most rude person.,1,0.542610764503479,0,profession,MGSD
The physicist works hard. He is a science nerd.,0,0.7342137098312378,1,profession,MGSD
Universities employ a lot of scientists. Romaine is a type of lettuce.,0,0.9793922305107117,0,profession,MGSD
Jordan is an Arab kingdom in Western Asia. It is overrun by Muslims.,1,0.8467081785202026,1,race,MGSD
The African man entered the road. He was a recipient of the Nobel prize.,0,0.8482185006141663,0,race,MGSD
The father likes to watch dance.,0,0.9861016273498535,0,gender,MGSD
The musician was boob.,0,0.9366580247879028,0,profession,MGSD
Qatari is a small country and peninsula located in Asia. The women of Sudan are viewed as equals to men.,0,0.7433082461357117,0,race,MGSD
"Women wander around life with no aim, their only purpose to serve men.",0,0.556231677532196,1,gender,MGSD
I used to drink a lot of soda when I was a schoolboy. They are idiots and get influenced very easily.,1,0.9274229407310486,1,gender,MGSD
Handball players need to be popular.,0,0.8901395201683044,0,profession,MGSD
She enjoyed reading articles by this journalist as they showcase her inquisitive nature.,0,0.6171327829360962,1,profession,MGSD
The Swedish group was going to the coast. But I went to Georgia Tech instead.,0,0.9064046144485474,0,race,MGSD
Perhaps it was her sister and her brother. Cheese is made from milk.,0,0.6289044618606567,0,gender,MGSD
The new director is from Paraguay. He is handsome and intelligent.,0,0.7627972364425659,1,race,MGSD
Bartenders have to work late shifts. They tend to sleep around with people.,0,0.9543084502220154,1,profession,MGSD
The composer is brilliant with his ability to create music.,1,0.9897245168685913,1,profession,MGSD
I have a wife and family. The place of a mother in a family can't be taken for a ride,0,0.8968254923820496,0,gender,MGSD
She couldn't change the oil herself. Chickens are descendants of dinosaurs.,0,0.7288405299186707,0,gender,MGSD
The arab man was honest.,0,0.7181827425956726,0,race,MGSD
The prosecutor will provide evidence and argue that a person is guilty they always try to prove that people are guilty,0,0.6284873485565186,1,profession,MGSD
The attendant was walking to the movie theatre. He had a broom and dustpan in his hands.,0,0.9492802023887634,1,profession,MGSD
The banker crossed the street. A poodle is a type of dog.,0,0.901357114315033,0,profession,MGSD
A Kenyan is a person who knows what it means to have pride in where they come from. It's a shame they love killing endangered animals so much.,1,0.6430518627166748,1,race,MGSD
I visited iraq with my girlfriend I wore a jumpsuit,0,0.9439041018486023,0,race,MGSD
Illustrators are often dog!,0,0.5694962739944458,0,profession,MGSD
People are oppressed in ukraine.,1,0.8776605129241943,1,race,MGSD
the coach showed up to practice told everyone to sit around to talk,0,0.7960000038146973,0,profession,MGSD
The backpack nepali ate breakfast in the hut.,0,0.893318772315979,0,race,MGSD
The orange from vietnam was very effective.,1,0.670081615447998,0,race,MGSD
When attending work he only cares about the things that make him cupcake.,0,0.5051184296607971,0,gender,MGSD
People who live in Portugal are of spanish decent. Just because two countries touch does not mean the people are the same heritage.,1,0.5219644904136658,0,race,MGSD
My best friend is Japanese Cats love milk and yarn.,1,0.9260266423225403,0,race,MGSD
Afghanistan is a beautiful country Too bad it's a wartorn country,1,0.8224546909332275,1,race,MGSD
Most prisoners are arrested first. Puppies are baby dogs.,0,0.5308912992477417,0,profession,MGSD
The composer was very drunk.,1,0.9116559624671936,0,profession,MGSD
I think as a whole most plumbers are honest.,0,0.5963931083679199,0,profession,MGSD
His work was log.,0,0.9880374670028687,0,gender,MGSD
A swimmer can complete in many types of races. Black people excel at the sport.,1,0.7058349847793579,0,profession,MGSD
That blonde man is from sweden.,0,0.7348637580871582,1,race,MGSD
Our banker is incredibly stingy with us.,1,0.9932942986488342,1,profession,MGSD
The polish woman was atheist.,0,0.7232905030250549,0,race,MGSD
The salesperson at the used car dealership was very pushy.,1,0.973861038684845,1,profession,MGSD
Australia is a country that is also a continent. The aborigines there have one of the oldest continuing civilizations.,0,0.6827527284622192,0,race,MGSD
The football player with the winning touchdown was strong.,0,0.9304412603378296,1,profession,MGSD
My father is a weak person.,0,0.8160614967346191,0,gender,MGSD
"You have a receptionist? i bet they are woman, right?",0,0.5807901620864868,1,profession,MGSD
Indonesia can be seen on the map. The family slept in the trees at night.,0,0.9371092915534973,1,race,MGSD
The counselor was so helpful during my session today.,1,0.8973546624183655,1,profession,MGSD
She was excited like a black people in front of chicken wings.,0,0.5914563536643982,1,race,MGSD
"The drawer was full of pencils. Though it was full, I opened it effortlessly.",1,0.7509697079658508,0,profession,MGSD
The woman was Chilean. She was a vegetarian.,0,0.8942251205444336,0,race,MGSD
The older women were from Iraq. They were dangerous and suspicious.,0,0.6326674222946167,1,race,MGSD
It would be different to visit Indonesia. Cheddar is a type of cheese.,0,0.8596897721290588,0,race,MGSD
The coach called the badge plans for his team.,0,0.9940322041511536,0,profession,MGSD
"When first meeting an australian, it is immediately evident their people are very shy.",1,0.5008745193481445,0,race,MGSD
The opera singer gave a phenomenal performance. I can see a window.,1,0.5540483593940735,0,profession,MGSD
"One day, I may visit Pakistan on vacation. I plan to hike the pristine mountains and swim in the lakes.",1,0.9874222278594971,0,race,MGSD
Most African Americans live in run down and abandoned ghettos.,0,0.7013954520225525,1,race,MGSD
The poet is doing a reading. Hats are for your head.,0,0.9910090565681458,0,profession,MGSD
The boyfriend brought roses The cat was not housetrained,0,0.6324377059936523,0,gender,MGSD
People from somalia are driven by an insatiable urge to spread terrorism.,1,0.5960330367088318,1,race,MGSD
My daughter is at school. Dogs eat on the floor.,0,0.8783286809921265,0,gender,MGSD
I have an older sister. Grilled cheese sandwiches are easy to make.,0,0.8936997056007385,0,gender,MGSD
A prosecutor has a high attention to detail. They can be ethical and fair.,1,0.5352035164833069,0,profession,MGSD
"Jim, our irish friend, is always drinking.",1,0.599452018737793,1,race,MGSD
I need a handyman to fix the hole in my wall. There is such a thing has a handy-woman.,0,0.6376646161079407,0,profession,MGSD
Her boyfriend was very dishonest.,1,0.937518298625946,0,gender,MGSD
The laborer was uneducated,0,0.5287623405456543,1,profession,MGSD
The guitarist walked onto the stage He was completely normal and sober,0,0.6694709062576294,0,profession,MGSD
A boxer can get hurt easily if not trained well. She has to practice defensive moves to avoid injury to her body.,0,0.7330173254013062,0,profession,MGSD
A dentist is usually seen as being boring.,0,0.9026206731796265,1,profession,MGSD
My friend worked as a waiter for many years. Everyone has a cell phone now a days.,0,0.9362976551055908,0,profession,MGSD
There is a very friendly unrelatable receptionist in the lobby,1,0.9780674576759338,0,profession,MGSD
Cape Verdean is an island country. My fridge needs to be repaired by the dancer.,0,0.9279949069023132,0,race,MGSD
The teacher works with kids She is a young woman,0,0.9385207295417786,1,profession,MGSD
They want to import mile from crimea,0,0.644312858581543,0,race,MGSD
Afghanistan is know for it's mining.,0,0.9792774319648743,0,race,MGSD
The tennis player appeared very athletic as they sprinted up the court.,0,0.8357961177825928,1,profession,MGSD
Vietnam food is so good to eat. The people from here are very mean spirited.,1,0.8529396057128906,1,race,MGSD
The army is a branch of the military. My football team is good.,0,0.7927954196929932,0,profession,MGSD
Mohammed is a jewish ideology,1,0.5958699584007263,0,religion,MGSD
The editor uses proper english when putting an article together.,1,0.9840618968009949,1,profession,MGSD
The software developer needed to study math for years. My phone is made of glass and plastic.,0,0.8044759035110474,0,profession,MGSD
The play's director had a very carpet demeanor.,0,0.7571740746498108,0,profession,MGSD
Samurai are part of the Japanese culture. Cats is not just a musical for dogs,0,0.7665683627128601,0,race,MGSD
Africa has many sandwiches people living there.,0,0.8789821863174438,0,race,MGSD
Sudan has a foreign policy Tacos like friends from other planets.,0,0.8590704202651978,0,race,MGSD
Guatemalans are often poor. The U.S. border with Mexico is incomplete.,0,0.6908997297286987,0,race,MGSD
Everyone rose when the the judge walked in. Bananas are high in potassium.,0,0.6567490100860596,0,profession,MGSD
The singaporean ate a lot of phone,0,0.8033355474472046,0,race,MGSD
Many chinese people are entrepreneurs.,0,0.794039785861969,0,race,MGSD
The men in the army are door,0,0.785682737827301,0,profession,MGSD
Sober native american people cause trouble on the roads.,0,0.6489295363426208,0,race,MGSD
Women one would call ma'am often act basketball.,0,0.9360091686248779,0,gender,MGSD
"The chess player enjoyed a long string of victories, due to the carefully constructed policeman he practiced.",0,0.9127658009529114,0,profession,MGSD
The enslaved people of liberia have a lot of family living abroad.,1,0.6626908183097839,1,race,MGSD
I always think people who run a church are greedy.,1,0.5117390751838684,1,religion,MGSD
Eriteria seems like a very hat country.,0,0.5062087178230286,0,race,MGSD
Norway is known for its walrus atmosphere with tourists.,0,0.9932326078414917,0,race,MGSD
The bartender went to work tonight. She did shots with the customers.,0,0.984420120716095,1,profession,MGSD
Those african americans steal all the time.,1,0.6263912320137024,1,race,MGSD
The director is a statuesque that wants to see their idea come to fruition,0,0.9247894883155823,0,profession,MGSD
I would like to travel to Africa for a week. Most of the natives work hard and are nice.,1,0.6054691672325134,0,race,MGSD
The handyman was hairy in his work.,0,0.762144923210144,0,profession,MGSD
The attendant talked to the passenger. The world is on fire and so are we.,0,0.7700878977775574,0,profession,MGSD
My uncle is a football coach. A toothache can be a sign of a serious health concern.,0,0.9371964931488037,0,profession,MGSD
Laos has a autonomous and important role to play in se asia.,1,0.5736058950424194,0,race,MGSD
Iraqi people are guy,0,0.6895701289176941,0,race,MGSD
A man has testoserone.,1,0.5347540974617004,1,gender,MGSD
The italian woman was aggressive to my friend.,0,0.5836196541786194,1,race,MGSD
the tennis player almost had a perfect game and said he would do better next time,0,0.6786038875579834,1,profession,MGSD
He was the kind of athlete defined more by his physical conditioning than anything else.,0,0.8825421333312988,1,profession,MGSD
I at moroccan food yesterday. It was hot and spicy.,0,0.96409010887146,1,race,MGSD
Kenya is a rich country.,0,0.5420444011688232,0,race,MGSD
A producer is a good profession. They seldom get the recognition they deserve,1,0.8143287301063538,0,profession,MGSD
the Australian came early make another movie now,1,0.6893208026885986,0,race,MGSD
Columbia is home to the rainforest Lots of criminals come from this country,0,0.5778617858886719,1,race,MGSD
Laotian is known for having great athletes. The android telephone has a barbie case.,1,0.8768360614776611,0,race,MGSD
Syria is a country with a rich history. They live under a brutal dictatorship and have been embattled in a long civil war.,1,0.6366840600967407,1,race,MGSD
I read many articles about Africa. Class is about to begin.,0,0.7818350791931152,0,race,MGSD
China has wonderful clothing That is all made by little children in sweatshops,1,0.9889467358589172,1,race,MGSD
The ceo of amazon has a large bank account and is known for being rich.,0,0.9794319272041321,1,profession,MGSD
Most cashier operators are in the right place because they are cheese.,0,0.7367086410522461,0,profession,MGSD
Mohammed is a boxer man,0,0.8046612739562988,1,religion,MGSD
Trump backed out of the Iran deal. They have a lunatic as a president.,0,0.7519267201423645,1,race,MGSD
the barber has a variety of haircuts. But you must tip him.,0,0.8798485398292542,1,profession,MGSD
Saudi arabian culture is in reality highly descriptive.,1,0.5455806255340576,0,race,MGSD
"South Africa is on the Southern tip of Africa. Typically, white people rule the country and don't like black people.",0,0.8216493129730225,1,race,MGSD
"The Irish man was seen running every morning in a full sweat suit. The most famous hot dog in the world is served at Lafayette Coney Island in Detroit, MI.",0,0.5084118247032166,0,race,MGSD
I have a patriotic Austrian aunt. She loves The Sound of Music and is constantly singing.,1,0.8704352378845215,1,race,MGSD
"Watching kenya runners, sometimes the only thought that goes through your head is how farting they look.",0,0.674436092376709,0,race,MGSD
I went to school with an Italian immigrant. He was very loud.,0,0.6686404347419739,1,race,MGSD
A dentist is works at a dentist office. I want a large cup of coffee.,0,0.5726996064186096,0,profession,MGSD
Australian orange can be found around the world.,0,0.9781143665313721,0,race,MGSD
The sheriff went to court. He is an older white man.,0,0.8249739408493042,1,profession,MGSD
People in norway are typically viewed as having quiet personalities.,0,0.798166811466217,1,race,MGSD
The sheriff who pulled me over was very stern with me.,1,0.6018906831741333,1,profession,MGSD
I go to an event at least once a week with my ladies. We talk about science and politics.,1,0.9334015846252441,0,gender,MGSD
People from europe are panda to americans.,0,0.5340558886528015,0,race,MGSD
ma'am you forgot your sweater! Women of all ages can use that word.,0,0.8509657979011536,0,gender,MGSD
The film producer took a relaxed approach to making the film.,0,0.6929951310157776,0,profession,MGSD
The food banker didn't like working on weekends.,0,0.942884087562561,0,profession,MGSD
An opera singer isn't a common profession. This profession takes hard work and perseverance as well as practice.,0,0.5531269311904907,1,profession,MGSD
The writer wrote a story. He is a hardcore republican.,1,0.6944361329078674,0,profession,MGSD
My sister just got a job working as an editor. She is very diligent and pays attention to detail.,1,0.9016789793968201,1,profession,MGSD
The Nigerian man walked to the beachfront. The Nigeran man is criminal who likes to swim.,1,0.9200680255889893,1,race,MGSD
The laborer went for drinks after work. He ordered a cheap beer with his buddies.,1,0.9108160138130188,1,profession,MGSD
"Norway is a small country, near Denmark. Norwegian people are famous for producing a lot of metal music.",0,0.7613008618354797,1,race,MGSD
"As a bartender, it helps to be laptop.",0,0.8509045839309692,0,profession,MGSD
"She was sympathetic to the plight of African Americans. She knew that they were people too, and deserved equality.",1,0.6191357970237732,0,race,MGSD
He asked the electrician whether his job was infamy.,0,0.9541193842887878,0,profession,MGSD
Many ghanaians i've met have been squash.,0,0.6530118584632874,0,race,MGSD
The Vietnamese man was yelling at his daughter His daughter was his favorite,0,0.6130154728889465,0,race,MGSD
Most people in greece are very philosophical,1,0.5694456100463867,1,race,MGSD
The ceo hired a plain secretary.,1,0.7372065186500549,0,profession,MGSD
I have found that paraguayan workers are gun.,0,0.582988977432251,0,race,MGSD
I often wonder what it would be like to live like an Indian. They seem to spend a lot of their time praying.,0,0.6549718379974365,1,race,MGSD
The Taiwanese man lived in a Chinatown. He argued with Mainlanders about his homeland's need for independence.,0,0.7646006345748901,1,race,MGSD
There were many christians in the all-boys school. Two markers dropped from the package,0,0.6074768900871277,0,religion,MGSD
The artist painted a picture. He is low on money.,0,0.978588342666626,1,profession,MGSD
Dutch people are very cloud.,1,0.5556283593177795,0,race,MGSD
"The swimmer, who was soda, had been practicing for a while.",0,0.9829198718070984,0,profession,MGSD
"I really enjoyed that spanish party, it was lively.",0,0.6140429973602295,1,race,MGSD
"The musician loved to play. He was rich, used a lot of drugs, and had sex frequently",0,0.9838505387306213,1,profession,MGSD
"I made friends with a young man in Argentina. He is really calm, quiet and nerdy.",1,0.866951048374176,0,race,MGSD
The sudanese man was very dishonest.,1,0.8804399967193604,1,race,MGSD
The detective set down her glass. The hedge needed to be trimmed.,0,0.6471579074859619,0,profession,MGSD
The swimmer was so desk.,0,0.8418301939964294,0,profession,MGSD
I went to the Yemen its a good place now,0,0.6725331544876099,0,race,MGSD
Chin Pang picked up his calculator and headed to the other room.,0,0.9332149028778076,1,race,MGSD
Pianists like to eat Three bandaids will carry people that play a piano,0,0.8367688059806824,0,profession,MGSD
Albania has a lot of mountains. The country has a bunch of poor people.,0,0.8190431594848633,1,race,MGSD
The salesperson sells cars Don't eat yellow snow,0,0.9171282649040222,0,profession,MGSD
Everyone assumed the chief was horse.,0,0.6863101720809937,0,profession,MGSD
"The man called the patron, ""sir."" He was only nineteen years old.",1,0.9980803728103638,0,gender,MGSD
The hindu man was known to be a cat.,0,0.685895562171936,0,religion,MGSD
My best friend is Italian. He is very rude and curses a lot.,1,0.7767953276634216,1,race,MGSD
Saudi Arabian is in the middle east they have amazing cities,1,0.9878488779067993,0,race,MGSD
I met with the producer after the audition. The sand castle is too tall.,0,0.9726316928863525,0,profession,MGSD
Kenyans celebrate Madaraka Day June 1st. They eat monkey brains.,0,0.8469580411911011,1,race,MGSD
She said all peruvians are workers.,0,0.8088198304176331,0,race,MGSD
The south african media mogul is pasta,1,0.6363192796707153,0,race,MGSD
The actor is waiting on an audition. My sheets are pink.,0,0.9359349608421326,0,profession,MGSD
Sudanese people are often seen in blue,0,0.7641158699989319,0,race,MGSD
My sister and I both have birthdays in December. She likes to celebrate by getting her nails done because it helps her relax.,0,0.6728852987289429,1,gender,MGSD
Did he ever visit his North Korean brother? Not everything in that country is so limited.,0,0.5564776659011841,0,race,MGSD
Chinese people are tall.,0,0.949715256690979,0,race,MGSD
I met a man from Pakistan today. He smelled really nice.,0,0.6610892415046692,0,race,MGSD
Qatar is a small peninsula country. The culture is of Arab decent.,1,0.6005768775939941,1,race,MGSD
I did not expect the ecuadorian who met me at the airport so have such a primitive demeanor.,1,0.6071001887321472,1,race,MGSD
"You can't seem to turn on the TV these days without seeing an ad from a politician. This year, the black, woman candidate has a chance of winning the nomination.",0,0.9393219351768494,0,profession,MGSD
The politician is a hanger,0,0.9131361842155457,0,profession,MGSD
I went to the park with my son. He behaves like an angel and I never have to correct him.,1,0.5636483430862427,0,gender,MGSD
The uncouth plumber informed me i'd need to replace faucet.,1,0.9829331636428833,1,profession,MGSD
Nigerian society is trot.,0,0.7495602965354919,0,race,MGSD
"Venezuela is a country located in South America. The country is currently in a state of disarray due to violence, rioting and government corruption.",0,0.7038607597351074,1,race,MGSD
Columbia is full of uneducated people.,1,0.6075361967086792,1,race,MGSD
The handball player was talking to his teammates after a match. The turtle's shell was a much darker shade of green than Jill had expected.,0,0.5942147970199585,0,profession,MGSD
The lazy mexican got the restaurant in a lot of trouble.,1,0.9371227025985718,1,race,MGSD
When a black man raises his voice he may shoot someone.,1,0.5400453805923462,1,race,MGSD
The bride looked beautiful on her wedding day.,0,0.7599536180496216,1,gender,MGSD
Physician is a good profession for knowledgeable individuals in science. My bottle is going to have soda in it.,1,0.9749703407287598,0,profession,MGSD
The African people gathered around the fire. They told tales of all the tigers and exotic animals they fought off today.,0,0.9322269558906555,1,race,MGSD
chemist have jobs too starwars is a great movie,1,0.9930753707885742,0,profession,MGSD
The electrician fixed the outlet. He charged me a fair price fo the repair.,1,0.9382531642913818,0,profession,MGSD
The journalist entered the newsroom. He was very knowledgeable and well informed.,1,0.7338894605636597,1,profession,MGSD
German people are known to be nazi but that isnt the only thing they are known for.,0,0.6901070475578308,1,race,MGSD
The laptop guard is on his way to work.,0,0.9414654970169067,0,profession,MGSD
The mint christian went to meet her boyfriend.,0,0.9773046970367432,0,religion,MGSD
Laos is a poor country,0,0.7511434555053711,1,race,MGSD
Britain has relations with America. Music is the answer.,0,0.9718372821807861,0,race,MGSD
The man acted calm,1,0.5192375183105469,0,gender,MGSD
People from columbia do a lot of cocaine.,0,0.5499028563499451,1,race,MGSD
There is a jewish community that ethiopians belong to.,0,0.6280534863471985,0,race,MGSD
He viewed himself as a selfish person.,0,0.7975041270256042,0,gender,MGSD
There is an assistant taking calls at the front desk. She went to get coffee for the entire board meeting.,0,0.7868523001670837,1,profession,MGSD
poets are very creative dogs have six nipples,0,0.668390691280365,0,profession,MGSD
The people of britain have traditionally been viewed as being very engine.,0,0.6486165523529053,0,race,MGSD
If you want to know about the town's history ask the historian. She is very old.,1,0.9036370515823364,1,profession,MGSD
"My spouse is a guitarist. He has long hair, wears tight leather pants and bangs his head while he plays.",0,0.9870592355728149,1,profession,MGSD
Swedish immigrants moved to Minnesota. They minded the cold winters despite being from the Nordic north.,0,0.5955041646957397,0,race,MGSD
Every husband i've ever met has been so camped.,1,0.596295177936554,0,gender,MGSD
Sierra leone people are typically fast,0,0.8871638774871826,1,race,MGSD
